Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
10/01/2062,30,42878,585,Employed,5,27651,84,Mortgage,530,0.123628652509464,1,1,0.0808429260592557,0,Home,30,14,128359,42280,3573.16666666666,5,86079,0.257727103719461,713.610749463159,0,48
10/02/2062,49,37404,622,Employed,30,14449,24,Mortgage,355,0.295817121648042,4,1,0.35942132070407,0,Home,25,17,15156,31792,3117,2,1023,0.190367457418668,728.61209367535,0,52
10/03/2062,40,15000,457,Employed,14,17946,72,Rent,550,0.229957523422594,5,1,0.199138232883088,0,Debt Consolidation,26,10,133163,15779,1250,5,117384,0.304433855040794,545.030468326524,0,48
10/04/2062,44,42893,574,Employed,19,46715,72,Mortgage,463,0.405978178376379,4,0,0.0970616391780246,0,Home,25,7,78432,32100,3574.41666666666,4,46332,0.267358201978201,1308.5813069071,0,53
10/05/2062,40,44885,619,Employed,19,35878,36,Rent,548,0.11617001585644,0,0,0.262121358487648,1,Home,28,28,33197,23717,3740.41666666666,5,9480,0.210627950221252,1352.8630972376,0,67
10/06/2062,47,72112,570,Employed,27,20073,36,Mortgage,543,0.211382757751977,2,0,0.288672232188713,0,Auto,28,12,20192,22018,6009.33333333333,6,1784,0.246296673518364,794.172664631139,0,58
10/07/2062,18,27624,454,Employed,0,34923,48,Mortgage,328,0.122835366241093,3,1,0.458873999697657,0,Home,33,19,115722,48825,2302,3,66897,0.300647684039946,1258.75321828772,0,55
10/08/2062,22,43612,494,Self-Employed,2,28598,48,Rent,156,0.0304246757480833,3,2,0.666852504597433,0,Auto,24,9,147795,88389,3634.33333333333,3,59406,0.2212784,902.996791311433,0,60
10/09/2062,45,97782,628,Self-Employed,24,15462,24,Own,504,0.472857850565149,4,0,0.375974272371272,0,Debt Consolidation,30,12,40512,32736,8148.5,7,7776,0.188205847993332,778.07089440233,1,43.2
10/10/2062,18,56552,524,Employed,0,38784,96,Mortgage,386,0.290461903347901,8,0,0.318165323152149,0,Home,32,12,543988,57060,4712.66666666666,3,486928,0.286486958059323,1033.20755976797,0,48
10/11/2062,33,21252,466,Employed,10,22283,96,Mortgage,452,0.257452727833059,2,1,0.239199403789528,0,Debt Consolidation,22,23,81102,12379,1771,4,68723,0.333993011739932,668.09110037383,0,52
10/12/2062,39,25313,479,Employed,14,22885,60,Own,423,0.402664364251848,2,0,0.105412277743024,0,Home,25,9,61301,6123,2109.41666666666,4,55178,0.271168346319001,700.399925608627,0,52
10/13/2062,30,57902,526,Employed,7,35175,48,Rent,323,0.0407199910547334,3,1,0.13850160645819,0,Debt Consolidation,23,7,198522,5563,4825.16666666666,4,192959,0.32061,1309.02086266801,0,46
10/14/2062,31,54792,433,Employed,6,46563,84,Mortgage,699,0.409152313083517,2,0,0.390656729880387,0,Home,24,3,29397,21367,4566,2,8030,0.299987391007952,1331.33541519736,0,58
10/15/2062,43,23447,526,Employed,21,23433,24,Mortgage,593,0.809213013362664,4,1,0.309581631012967,0,Education,23,26,136418,57605,1953.91666666666,3,78813,0.263072445618905,1266.076809877,0,57
10/16/2062,52,44477,541,Employed,29,47562,84,Mortgage,349,0.214318622254465,4,0,0.359295935187397,0,Home,29,26,25967,14471,3706.41666666666,6,11496,0.30444679168648,1374.190705969,0,55
10/17/2062,28,88745,543,Employed,8,36608,60,Mortgage,348,0.399354436362807,0,2,0.355444713323112,0,Debt Consolidation,18,1,39369,64695,7395.41666666666,4,9366,0.265783541049269,1108.62995007618,0,57
10/18/2062,33,124481,541,Employed,11,23898,72,Mortgage,331,0.109297926921135,3,1,0.364981299286701,0,Home,28,29,143886,27478,10373.4166666666,7,116408,0.321865643727494,752.970671321997,1,37.6
10/19/2062,31,46445,453,Employed,10,52764,96,Mortgage,257,0.0823571318722909,3,1,0.299717728812401,0,Debt Consolidation,25,20,43100,74812,3870.41666666666,6,9580,0.33592433233248,1589.29227086551,0,52
10/20/2062,18,40600,479,Unemployed,0,18544,48,Mortgage,234,0.436191426214522,2,1,0.449183878582898,0,Education,28,12,89018,174016,3383.33333333333,4,10733,0.263454783959592,628.863463843576,0,67
10/21/2062,41,34753,538,Employed,19,37285,48,Other,1032,0.0472041199074913,1,1,0.248388138607365,0,Debt Consolidation,31,22,365384,10014,2896.08333333333,12,355370,0.307791740271474,1359.43281464352,0,46
10/22/2062,51,78877,679,Employed,29,39075,36,Rent,612,0.411606801679727,4,1,0.458885221974186,0,Education,29,17,73685,22863,6573.08333333333,7,50822,0.162045449235703,1377.71028721352,1,39.2
10/23/2062,52,137485,626,Unemployed,25,34149,24,Own,193,0.477128104614292,0,0,0.202408992016398,0,Home,29,12,160736,16960,11457.0833333333,4,143776,0.180952003642294,1706.42938192314,1,37.6
10/24/2062,29,45117,558,Unemployed,3,17545,36,Rent,341,0.535754247885516,2,0,0.0584854760087989,0,Auto,34,17,34139,13620,3759.75,2,20519,0.232972054261053,681.882853640054,0,55
10/25/2062,24,52452,580,Employed,0,32547,96,Mortgage,405,0.0416318276508812,4,3,0.264683810522082,0,Education,21,12,67581,44578,4371,7,23003,0.301328072622897,900.552423087475,0,57
10/26/2062,40,18067,606,Employed,14,21163,72,Mortgage,287,0.336603658888889,4,0,0.239518941144831,0,Auto,30,7,18930,43740,1505.58333333333,10,8083,0.226282501543416,539.664720532063,0,58
10/27/2062,49,139986,606,Employed,24,16247,96,Other,426,0.070600972810185,2,1,0.0863217426927085,0,Home,32,16,124327,18917,11665.5,7,105410,0.236935071459073,378.758115819792,1,32
10/28/2062,41,109505,615,Unemployed,19,27120,36,Other,440,0.245032622287946,2,0,0.431454598138805,0,Education,26,6,14677,3319,9125.41666666666,2,11358,0.196157746373992,1002.57486771523,0,57
10/29/2062,43,32273,517,Employed,21,16742,12,Other,251,0.39202184130382,3,0,0.19248854976878,0,Other,25,25,103537,93389,2689.41666666666,5,10148,0.211071392848722,1559.77180475114,0,51
10/30/2062,53,48089,597,Employed,30,16379,36,Rent,487,0.177355141501519,1,0,0.355081453212578,0,Home,20,4,83785,8901,4007.41666666666,10,74884,0.171773678613449,585.402873627621,0,55
10/31/2062,31,92844,622,Self-Employed,9,21426,36,Mortgage,318,0.0175618761540615,3,2,0.182977316720474,0,Education,14,5,38651,2646,7737,2,36005,0.210076632911535,807.31029848673,0,50
11/01/2062,37,261784,626,Unemployed,17,38314,12,Other,481,0.218592917568363,4,3,0.379040235920376,0,Home,15,13,191007,33516,21815.3333333333,8,157491,0.16141094273605,3478.82077686693,1,38.4
11/02/2062,59,18171,590,Employed,36,20097,60,Rent,876,0.0877222334697409,4,0,0.353460813709402,0,Home,26,24,10434,24700,1514.25,6,4378,0.215458975619635,549.880943531701,0,55
11/03/2062,37,40034,550,Employed,18,9599,60,Mortgage,327,0.422854820154792,5,1,0.497605369258999,0,Auto,26,11,56553,2957,3336.16666666666,5,53596,0.275330842847746,296.17469385523,0,56
11/04/2062,24,41290,528,Unemployed,1,55740,48,Other,490,0.545280070010968,3,1,0.268564660850357,0,Other,18,26,26281,13264,3440.83333333333,2,13017,0.313304781636696,2050.33583671363,0,57
11/05/2062,31,84941,462,Employed,10,15914,60,Rent,596,0.025995252102691,6,1,0.159063753508949,0,Home,18,24,253834,21472,7078.41666666666,3,232362,0.271873790107291,487.723052086465,1,35.2
11/06/2062,28,49533,542,Unemployed,6,25012,72,Rent,388,0.270188639537504,2,1,0.687701294077313,0,Home,26,26,79195,10854,4127.75,3,68341,0.259067624634187,687.736117806859,0,60
11/07/2062,44,39546,545,Employed,21,24246,48,Rent,394,0.2765090954846,5,1,0.880946675582301,0,Home,17,23,602165,3231,3295.5,2,598934,0.2960952,867.503475221879,0,51
11/08/2062,29,18525,609,Employed,7,21763,48,Own,435,0.119512089041544,1,2,0.0667185431693369,0,Auto,25,22,178492,2670,1543.75,5,175822,0.1698104,627.758827545842,0,44
11/09/2062,43,117630,659,Employed,24,15813,60,Rent,535,0.0673253148808184,4,0,0.0387613814004654,0,Auto,27,4,13234,17964,9802.5,3,1211,0.211631872233043,429.247642889971,1,36
11/10/2062,31,41987,533,Employed,11,51483,96,Rent,189,0.079669367172461,1,1,0.165544026504679,0,Debt Consolidation,26,11,647698,20199,3498.91666666666,9,627499,0.301525500151609,1425.20787098908,0,42
11/11/2062,18,17420,561,Employed,0,34105,84,Rent,342,0.370627509661461,1,1,0.123110701835077,0,Auto,22,2,45660,196784,1451.66666666666,9,5166,0.323247337517581,1029.03823956853,0,56
11/12/2062,43,31186,545,Employed,22,10200,60,Own,337,0.113349276427671,2,1,0.223518187939924,0,Debt Consolidation,30,16,67686,10318,2598.83333333333,2,57368,0.232480655977095,288.998404145114,0,50
11/13/2062,41,40311,548,Employed,17,28723,60,Rent,311,0.183319833058347,2,1,0.507471433959029,0,Debt Consolidation,20,26,602923,12870,3359.25,4,590053,0.261608065712487,862.716644489521,1,40
11/14/2062,46,51769,661,Employed,23,49364,48,Rent,334,0.178511913465217,5,0,0.158595611764705,1,Home,33,23,47229,71109,4314.08333333333,3,2291,0.232503889846226,1588.96850519058,0,61
11/15/2062,31,27923,561,Employed,9,24606,72,Own,487,0.43878623522188,7,2,0.28664469313721,0,Home,22,10,30851,7462,2326.91666666666,5,23389,0.264902035523181,685.492626354803,0,61
11/16/2062,30,23968,614,Employed,7,27621,72,Rent,373,0.238760461944359,1,0,0.0623966400648312,1,Debt Consolidation,21,14,44856,7410,1997.33333333333,9,37446,0.242520010989786,731.404599372034,0,61
11/17/2062,44,239045,635,Employed,23,13332,72,Rent,438,0.347782026881341,3,0,0.399624123058803,0,Debt Consolidation,35,28,9419,17669,19920.4166666666,3,3516,0.225275444866894,339.168949351518,1,39.2
11/18/2062,58,66948,547,Employed,35,35430,48,Rent,250,0.355366886054743,3,3,0.35933054439604,0,Education,17,16,120787,2986,5579,2,117801,0.291018885992423,1257.25213148466,0,50
11/19/2062,40,34196,584,Employed,18,23169,24,Own,326,0.123375877427079,2,1,0.332442001841264,0,Home,23,22,64518,17241,2849.66666666666,7,47277,0.222898921138255,1205.28434839279,0,54
11/20/2062,45,54723,449,Employed,17,26033,120,Rent,168,0.0995360700089213,3,0,0.276921803620745,0,Debt Consolidation,28,6,44289,39984,4560.25,4,4305,0.396039969734048,876.990817511822,0,53
11/21/2062,36,52807,548,Employed,16,28758,60,Rent,332,0.505308098238434,2,1,0.133923630789232,0,Education,24,24,67961,24987,4400.58333333333,8,42974,0.284170721745742,902.65369236957,0,51
11/22/2062,21,33073,512,Employed,0,8071,72,Mortgage,465,0.431524735537339,2,0,0.199202273160843,0,Debt Consolidation,23,8,51912,6173,2756.08333333333,4,45739,0.286520866811679,235.839615528647,0,53
11/23/2062,51,17225,618,Employed,29,40406,48,Own,518,0.0887786389420195,3,0,0.237278555238044,0,Home,18,22,60690,30578,1435.41666666666,6,30112,0.227442481347765,1289.41653049703,0,50
11/24/2062,50,38266,602,Unemployed,30,13922,36,Mortgage,150,0.230577451863049,2,0,0.140765987020766,0,Debt Consolidation,29,25,40007,79542,3188.83333333333,3,1412,0.206550098341705,522.049502907804,0,57
11/25/2062,48,48914,605,Employed,24,21126,72,Rent,181,0.211954272687795,3,0,0.145368842710175,0,Debt Consolidation,29,17,65448,42813,4076.16666666666,4,22635,0.194586130528581,499.419639537325,1,38.4
11/26/2062,37,55749,527,Employed,15,24881,60,Mortgage,545,0.458492948287584,3,2,0.29180570548022,0,Home,23,12,67969,33285,4645.75,6,34684,0.253246029128862,735.032784951542,0,53
11/27/2062,47,31093,604,Employed,29,34084,60,Mortgage,454,0.255808108860192,3,1,0.36670747802708,0,Debt Consolidation,18,25,150441,21471,1356.91666666666,4,128970,0.243363125893406,987.192127444776,0,48
11/28/2062,50,193355,603,Employed,26,11859,48,Mortgage,364,0.241237547945238,4,2,0.25416092395325,0,Education,29,15,284573,6924,16112.9166666666,3,277649,0.199638770438774,360.645466700415,1,32.8
11/29/2062,59,173776,530,Employed,38,22249,60,Rent,501,0.22823706633837,7,0,0.418942971497707,0,Debt Consolidation,26,16,75380,25607,14481.3333333333,3,49773,0.221908942037036,616.910429361377,1,43.2
11/30/2062,51,71354,558,Employed,29,23735,48,Mortgage,396,0.318379981979357,6,0,0.535631217184992,0,Debt Consolidation,32,4,86904,4005,5946.16666666666,6,82899,0.191788,711.920659082572,1,47.2
12/01/2062,40,60068,546,Employed,16,16194,48,Rent,540,0.595216442508861,4,1,0.141217189150021,0,Education,22,21,24540,5302,5005.66666666666,4,19238,0.226860983015789,516.260418531227,1,40.8
12/02/2062,24,28057,562,Employed,2,7432,60,Rent,477,0.384827675557888,5,1,0.148426580027139,0,Home,20,11,62808,19789,2338.08333333333,3,43019,0.219795268395256,205.177252369443,0,52
12/03/2062,41,60294,588,Self-Employed,19,12179,60,Mortgage,760,0.135825095644115,2,2,0.125538665767631,0,Auto,19,25,40319,17761,5024.5,1,22558,0.217599832036332,334.710822990435,1,41.6
12/04/2062,43,36768,557,Employed,16,20688,12,Mortgage,324,0.465729840474192,1,2,0.123815285099616,0,Education,18,22,45170,40025,3064,6,5145,0.205170512758304,1921.54581092218,0,52
12/05/2062,48,123829,622,Self-Employed,30,8129,48,Mortgage,999,0.331371404816988,2,1,0.240919539337035,0,Auto,26,24,43260,69052,10319.0833333333,3,3666,0.1866300627513,241.614870185602,1,40
12/06/2062,56,88160,590,Unemployed,36,27768,60,Rent,281,0.264881886475291,3,2,0.238282099245358,0,Home,25,1,18526,2830,7346.66666666666,4,15696,0.223073906015619,771.78289651111,0,58
12/07/2062,38,30938,559,Employed,18,32707,36,Own,477,0.387192452082839,1,0,0.343374633411961,0,Auto,22,20,417217,53934,2578.16666666666,7,363283,0.247542036112872,1296.17653756681,0,55
12/08/2062,65,40308,670,Employed,39,24749,60,Rent,400,0.235508242326766,6,0,0.439002926543328,0,Home,20,27,20577,3501,3359,6,17076,0.20462487674297,662.082152648144,0,51
12/09/2062,18,59922,548,Employed,0,26427,24,Mortgage,366,0.244081789901976,3,1,0.0585432380820886,1,Home,28,5,125282,50189,4993.5,3,75093,0.211797447257874,1360.30287924718,0,62
12/10/2062,45,87765,624,Employed,22,15651,60,Rent,408,0.452786946956536,1,1,0.14863374453962,0,Debt Consolidation,19,12,68140,20369,7313.75,7,47771,0.170697724125043,389.555071938586,1,37.6
12/11/2062,30,26636,589,Employed,8,11773,48,Rent,500,0.429852071473981,4,0,0.436151173830375,0,Home,26,9,39310,44738,2219.66666666666,3,9232,0.214306778105845,367.291805454867,0,60
12/12/2062,18,39111,610,Employed,0,23752,36,Mortgage,335,0.693256103954643,2,3,0.0470323937767937,0,Home,25,1,117424,20239,3259.25,5,97185,0.174087057737996,851.662769733054,0,52
12/13/2062,37,44947,568,Self-Employed,15,29145,60,Rent,313,0.0719493900703047,1,0,0.0885376495611234,0,Education,20,11,407778,8543,3745.58333333333,6,399235,0.251281098645833,857.634674657203,0,47
12/14/2062,22,31029,555,Employed,0,17332,48,Rent,107,0.251123204405866,3,1,0.0383025070769135,0,Home,33,1,465785,5389,2585.75,8,460396,0.249602070835474,574.294743179334,0,49
12/15/2062,38,41059,527,Employed,13,9437,48,Mortgage,308,0.329246336520865,0,1,0.151486607177184,0,Debt Consolidation,24,9,21111,40929,3421.58333333333,4,7289,0.231351234751121,303.16880707298,0,52
12/16/2062,40,77974,585,Employed,17,30244,12,Other,361,0.255156430749861,9,1,0.354081765635857,0,Home,22,23,54595,38244,6497.83333333333,6,16351,0.202192711916846,2804.81286015264,0,60
12/17/2062,53,66029,616,Employed,32,24227,60,Rent,298,0.314155967275311,3,0,0.069757082564132,0,Home,22,25,38011,28870,5502.41666666666,6,9141,0.213186775010703,659.772248762335,1,37.6
12/18/2062,21,35506,506,Employed,0,45792,12,Own,307,0.271659630288499,2,0,0.317450469573482,0,Education,23,14,84136,76525,2958.83333333333,5,7611,0.263725309589564,4382.82121099398,0,55
12/19/2062,50,36847,628,Self-Employed,23,23533,12,Mortgage,1250,0.0902087497019103,1,0,0.187273502656152,0,Home,22,28,216008,8956,3070.58333333333,5,207052,0.142721102290546,2115.97441639775,0,46
12/20/2062,41,42849,548,Employed,17,32105,24,Mortgage,215,0.245037814914013,3,1,0.103397231297402,0,Home,24,5,218779,8916,3570.75,9,209863,0.227516705281174,1677.48941753763,0,49
12/21/2062,52,55798,638,Employed,29,57823,36,Rent,367,0.593755786833898,10,0,0.192998109019158,0,Education,19,13,237745,18284,4649.83333333333,4,219461,0.211302246953861,2182.35351108781,0,50
12/22/2062,34,33511,512,Employed,14,69678,60,Mortgage,504,0.112522156190785,3,1,0.229543112698684,0,Debt Consolidation,30,3,100803,13639,2792.58333333333,3,87164,0.305396172559062,2277.46948435972,0,53
12/23/2062,24,21089,602,Employed,0,15805,24,Other,686,0.618732962573475,3,1,0.364897288942029,0,Auto,21,18,24809,82293,1757.41666666666,0,10369,0.186953091021173,794.370468485502,0,55
12/24/2062,25,107832,629,Employed,1,34623,108,Other,661,0.322069290032056,4,1,0.129744439136697,0,Auto,35,12,30479,2196,8986,5,28283,0.25256341218809,814.612750018943,0,46
12/25/2062,24,118833,537,Employed,1,22313,60,Other,382,0.372419253182113,5,1,0.581299196782333,0,Home,23,25,92398,39107,9902.75,6,53291,0.3105756,736.462646929489,0,55
12/26/2062,45,55209,587,Employed,22,15416,72,Mortgage,274,0.403175928983555,1,0,0.0818127948021025,0,Home,22,13,29022,7864,4600.75,5,21158,0.215248214074684,383.008188278354,1,40.8
12/27/2062,57,140331,617,Employed,29,21398,36,Own,268,0.0843662275151297,4,2,0.051739928097836,0,Auto,26,25,8831,42982,11694.25,2,4139,0.212062728539762,808.439093155843,1,35.2
12/28/2062,33,60701,595,Employed,9,14307,60,Rent,388,0.170758347974431,2,0,0.213885412506069,0,Debt Consolidation,26,14,117318,52777,5058.41666666666,7,64541,0.19299060556329,373.489718208772,1,39.2
12/29/2062,47,26462,496,Employed,22,23789,72,Mortgage,190,0.130005026820442,2,0,0.238940490541648,0,Other,22,24,37345,113655,2205.16666666666,1,7452,0.286748092737989,695.473453714638,0,53
12/30/2062,21,36055,485,Employed,0,34943,48,Mortgage,477,0.199307945272538,6,0,0.201089751286135,0,Auto,30,16,11665,48929,3004.58333333333,2,4238,0.277463418068805,1212.77214166862,0,58
12/31/2062,42,47594,601,Employed,20,15746,84,Mortgage,834,0.270484425538523,3,1,0.189715680816563,0,Debt Consolidation,19,5,64964,16817,3966.16666666666,0,48147,0.248969605161544,397.520253016616,0,50
01/01/2063,48,72404,619,Employed,24,20063,48,Mortgage,659,0.175744258748429,6,0,0.55757656874764,0,Other,26,5,10488,12891,6033.66666666666,4,4090,0.180854669950476,590.247013855343,0,62
01/02/2063,22,87556,543,Employed,0,45343,48,Rent,343,0.211960504484335,2,0,0.300383964483344,0,Home,23,28,43033,40158,7296.33333333333,4,2875,0.293626670040297,1615.85495514897,0,53
01/03/2063,37,36074,563,Employed,15,15378,36,Mortgage,405,0.0640786767708465,2,1,0.229443690431797,0,Education,21,11,65085,44852,3006.16666666666,7,20233,0.25291004022072,613.795892820884,0,58
01/04/2063,48,51977,601,Employed,25,14929,96,Mortgage,254,0.419284946648189,2,0,0.309047794305853,0,Other,22,23,142278,58884,4331.41666666666,7,83394,0.215421658836667,327.316140495568,0,56
01/05/2063,18,74214,537,Employed,0,40404,60,Rent,714,0.454785266833697,0,1,0.557283220098258,0,Education,21,11,37840,11593,6184.5,5,26247,0.306151772105604,1322.51497446712,0,59
01/06/2063,56,125534,658,Employed,33,23449,48,Rent,628,0.0493836573905089,2,2,0.369855504330448,0,Debt Consolidation,22,16,106496,43140,10461.1666666666,4,63356,0.188770867850149,699.607883672593,1,34.4
01/07/2063,44,96645,575,Employed,21,32496,48,Rent,603,0.175526757654303,0,0,0.20341508579481,0,Debt Consolidation,24,1,87527,6928,8053.75,5,80599,0.229412344468542,1040.49863080519,0,52
01/08/2063,48,33266,540,Employed,24,18785,48,Own,666,0.138303651572673,3,2,0.185392370111771,0,Other,26,1,134850,49723,2772.16666666666,6,85127,0.216977195876109,588.763235309835,0,52
01/09/2063,35,21446,568,Employed,14,11248,84,Rent,294,0.141482861003319,2,1,0.106234512199094,0,Education,25,9,185373,9381,1787.16666666666,4,175992,0.271736279001864,300.521075901902,0,48
01/10/2063,19,68337,567,Employed,0,31919,24,Other,382,0.345532972130699,0,0,0.405626172775407,0,Home,27,7,17131,65376,5694.75,4,4129,0.197032535378897,1619.91969749456,0,57
01/11/2063,46,55445,608,Employed,24,39648,48,Mortgage,269,0.157108822688946,3,3,0.438138977796276,0,Education,20,26,50817,2385,4620.41666666666,4,48432,0.255168746077302,1326.06950679696,0,52
01/12/2063,39,27474,626,Employed,16,47675,48,Own,249,0.228127046191007,5,2,0.494149728663244,0,Home,19,10,39222,13217,2289.5,4,26005,0.221556806137008,1506.08456075021,0,55
01/13/2063,40,75117,565,Self-Employed,16,36369,48,Other,190,0.0597756619655351,2,1,0.184695510515844,0,Education,16,13,22442,8857,6259.75,4,13585,0.278718591870085,1264.87247094199,0,52
01/14/2063,53,33072,554,Employed,32,25674,60,Rent,599,0.137356888720766,5,3,0.199918331885297,0,Home,26,24,205896,87738,2756,6,118158,0.233245315673236,728.557241045689,0,46
01/15/2063,49,130342,574,Employed,25,30231,48,Rent,520,0.148112705305231,3,2,0.231285986656155,0,Home,27,6,54658,13978,10861.8333333333,3,40680,0.2858772,1063.8065336614,0,51
01/16/2063,63,50207,671,Employed,38,21687,12,Own,449,0.0629904227718802,2,2,0.359200164518637,0,Home,18,2,36371,90941,4183.91666666666,7,6403,0.178004514908132,1986.20501974324,0,51
01/17/2063,41,32537,456,Unemployed,17,40300,120,Rent,998,0.418563475471259,1,0,0.11853787607636,0,Debt Consolidation,18,19,21756,3722,2711.41666666666,2,18034,0.405503418497204,1387.53538048778,0,55
01/18/2063,31,42483,540,Self-Employed,10,58743,36,Other,373,0.0424421226856852,6,1,0.358086284739803,0,Debt Consolidation,22,3,117581,60354,3540.25,3,57227,0.279097738395185,2426.95869782805,0,58
01/19/2063,37,87036,572,Employed,16,20891,36,Mortgage,319,0.182808907862768,3,2,0.190479073577887,0,Home,22,23,74904,14166,7253,3,60738,0.179935949553469,755.192572274889,1,41.6
01/20/2063,44,69719,609,Employed,21,22508,96,Own,828,0.511259883390752,4,2,0.198546301487292,0,Home,19,29,128109,57917,5809.91666666666,7,70192,0.2024064,474.997808259428,1,36.8
01/21/2063,52,182710,633,Employed,26,19173,36,Rent,248,0.453584818353696,1,1,0.395775944849182,0,Other,32,29,42976,5655,15225.8333333333,7,37321,0.175211452946688,688.552901413146,1,44.8
01/22/2063,22,50726,551,Employed,0,36143,48,Rent,991,0.0536007616970665,7,0,0.296796536832767,0,Auto,24,21,17225,6282,4227.16666666666,5,10943,0.292753623524483,1286.17615059431,0,57
01/23/2063,40,35323,491,Employed,18,17323,84,Rent,193,0.37354004061909,4,1,0.343692169703126,0,Auto,24,11,186235,102060,2943.58333333333,4,84175,0.346996393551988,551.196453641638,0,53
01/24/2063,59,136046,626,Employed,39,18163,108,Rent,576,0.100863280712521,3,1,0.470578723319745,0,Home,29,15,32965,23320,11337.1666666666,3,9645,0.27602290466006,456.979586628148,1,40
01/25/2063,37,62577,573,Employed,15,17011,36,Mortgage,174,0.133165832898304,4,1,0.278267517214643,0,Auto,26,29,89834,11804,5214.75,5,78030,0.234767773635571,662.725731984784,1,39.2
01/26/2063,51,46537,590,Self-Employed,30,31720,60,Mortgage,382,0.262120092479245,4,2,0.0456794830234012,0,Home,17,1,120271,5510,3878.08333333333,3,114761,0.289946269884923,1006.74836244008,0,54
01/27/2063,45,58740,445,Employed,22,17689,108,Rent,858,0.588336285162284,2,3,0.147686945860181,0,Auto,25,22,14173,1119,4895,5,13054,0.335030092767496,520.45834864032,0,57
01/28/2063,51,52843,567,Employed,32,36386,36,Rent,125,0.604802178423908,2,1,0.463727643021194,0,Home,25,29,594070,8501,4403.58333333333,2,585569,0.239302686822574,1426.19472049685,1,40
01/29/2063,30,46427,601,Unemployed,8,22377,72,Mortgage,391,0.412509331217518,2,1,0.519794225455976,0,Debt Consolidation,31,1,10439,9535,3868.91666666666,4,3092,0.246033198823112,597.337891062404,0,64
01/30/2063,30,59730,519,Employed,10,31463,24,Mortgage,186,0.239841104619693,2,0,0.0791312512070057,0,Home,26,19,49185,69380,4977.5,4,5560,0.224818011248847,1639.73795017633,0,50
01/31/2063,40,19988,568,Employed,16,16543,60,Mortgage,557,0.505411352630437,2,2,0.161347728982295,0,Auto,30,16,108423,7138,1665.66666666666,4,101285,0.239977393778861,475.886751974578,0,49
02/01/2063,21,30187,568,Employed,0,30249,36,Own,263,0.308562981306004,4,1,0.0825627692640654,0,Other,31,9,79752,11321,2515.58333333333,4,68431,0.253730621866361,1208.6713795154,0,50
02/02/2063,36,58118,486,Employed,15,26563,108,Mortgage,336,0.144277726405183,2,1,0.183498329574557,0,Education,26,5,189790,24771,4843.16666666666,4,165019,0.349225565290169,809.577743065454,0,47
02/03/2063,43,34418,593,Employed,20,18531,72,Own,243,0.434095973919669,5,0,0.347677277268049,0,Debt Consolidation,31,8,120081,26771,2868.16666666666,6,93310,0.225931039491036,472.158394699739,0,55
02/04/2063,61,30410,654,Employed,39,22530,60,Mortgage,248,0.198228620761917,0,2,0.454134370946247,0,Home,26,4,52178,28638,2534.16666666666,4,23540,0.189231795777355,583.488696443454,0,53
02/05/2063,44,50019,600,Employed,17,23662,60,Own,458,0.187622410994782,2,1,0.221672241156069,0,Auto,30,28,72600,26622,4168.25,6,45978,0.201500962452265,628.876065428402,1,38.4
02/06/2063,47,35624,624,Employed,23,11549,48,Rent,361,0.202297219386913,2,1,0.219681178620845,0,Debt Consolidation,28,26,92339,39518,2968.66666666666,7,52821,0.205423469026649,354.786079725701,0,48
02/07/2063,53,26246,604,Employed,30,27796,60,Mortgage,197,0.382731407621827,5,1,0.786539095356951,0,Home,13,10,15297,7555,2187.16666666666,4,7742,0.270882873153635,850.227321437362,0,57
02/08/2063,28,19535,603,Employed,5,21675,84,Rent,848,0.073038600678057,1,1,0.39966893639603,1,Debt Consolidation,27,23,87317,27723,1627.91666666666,4,59594,0.226615790640239,516.647819442899,0,62
02/09/2063,38,66742,612,Unemployed,20,13714,36,Mortgage,250,0.258767804357,4,0,0.0571629059798931,0,Auto,26,25,26002,81010,5561.83333333333,7,6603,0.22407690374293,526.640725038675,0,50
02/10/2063,69,63057,652,Employed,44,14092,36,Mortgage,405,0.133891167009635,1,0,0.340047878014833,0,Debt Consolidation,18,13,237429,12344,5254.75,6,225085,0.163485477967384,497.86125798586,1,34.4
02/11/2063,39,57488,602,Employed,15,17953,60,Own,189,0.607672450892807,5,0,0.155830064412607,0,Home,15,25,174562,5743,4790.66666666666,0,168819,0.214430194723655,490.173718957653,1,36
02/12/2063,53,36780,501,Self-Employed,31,26405,60,Mortgage,149,0.233552888997754,0,1,0.391074779757249,0,Auto,28,1,9782,9187,3065,8,3182,0.250053220420456,775.104082769545,0,68
02/13/2063,51,16455,528,Employed,27,34742,36,Own,353,0.2885088395562,2,0,0.288124016605079,0,Debt Consolidation,19,23,107636,44988,1371.25,4,62648,0.277355140129978,1432.094056771,0,52
02/14/2063,22,21206,556,Employed,0,38755,60,Mortgage,449,0.175121468695828,1,0,0.193535634188343,0,Debt Consolidation,22,29,51729,194119,1767.16666666666,11,8352,0.252254842534717,1142.63938836709,0,51
